0;8022014;1;2;t;
0;11092014;1;35;t;
0;10022014;1;34;t;
0;10092014;1;8;t;
0;8072014;1;30;t;
0;31012014;1;8;t;
0;16092014;1;2;t;
0;17092014;1;0;t;
0;11022014;1;2;t;
0;16072014;1;6;t;
0;9092014;1;4;t;
0;12022014;1;30;t;
0;13022014;1;2;t;
0;15072014;1;39;t;
0;30012014;1;30;t;
0;8092014;1;6;t;
0;14022014;1;2;t;
0;6092014;1;2;t;
0;9062014;1;2;t;
0;29012014;1;2;t;
0;15022014;1;32;t;
0;10012014;1;0;t;
0;5092014;1;2;t;
0;17022014;1;41;t;
0;10062014;1;30;t;
0;28012014;1;8;t;
0;18022014;1;30;t;
0;4092014;1;35;t;
0;24022014;1;30;t;
0;27012014;1;2;t;
0;11062014;1;30;t;
0;22022014;1;0;t;
0;21022014;1;2;t;
0;2092014;1;6;t;
0;20022014;1;30;t;
0;19022014;1;2;t;
0;3032015;1;2;t;
0;20022015;1;35;t;
0;29012015;1;38;t;
0;4032015;1;2;t;
0;17022015;1;2;t;
0;5032015;1;35;t;
0;9022015;1;37;t;
0;28012015;1;0;t;
0;6032015;1;35;t;
0;21022015;1;2;t;
0;27012015;1;35;t;
0;7032015;1;2;t;
0;16022015;1;2;t;
0;26012015;1;4;t;
0;9032015;1;35;t;
0;7022015;1;35;t;
0;24012015;1;2;t;
0;10032015;1;35;t;
0;23022015;1;0;t;
0;23012015;1;35;t;
0;11032015;1;35;t;
0;12022015;1;0;t;
0;22012015;1;2;t;
0;12032015;1;2;t;
0;6022015;1;2;t;
0;21012015;1;0;t;
0;13032015;1;41;t;
0;24022015;1;6;t;
0;20012015;1;0;t;
0;14032015;1;2;t;
0;18022015;1;0;t;
0;19012015;1;2;t;
0;16032015;1;35;t;
0;5022015;1;2;t;
0;17012015;1;2;t;
0;17032015;1;38;t;
0;25022015;1;2;t;
0;16012015;1;0;t;
0;24102014;1;35;t;
0;17122014;1;0;t;
0;16122014;1;2;t;
0;15122014;1;41;t;
0;13122014;1;2;t;
0;12122014;1;0;t;
0;11122014;1;35;t;
0;10122014;1;2;t;
0;9122014;1;2;t;
0;8122014;1;35;t;
0;6122014;1;2;t;
0;5122014;1;2;t;
0;4122014;1;35;t;
0;3122014;1;0;t;
0;2122014;1;2;t;
0;1122014;1;2;t;
0;29112014;1;2;t;
0;28112014;1;2;t;
0;27112014;1;2;t;
0;26112014;1;35;t;
0;25112014;1;2;t;
0;24112014;1;0;t;
0;22112014;1;2;t;
0;21112014;1;0;t;
0;20112014;1;35;t;
0;19112014;1;35;t;
0;18112014;1;35;t;
0;17112014;1;35;t;
0;14112014;1;0;t;
0;13112014;1;35;t;
0;12112014;1;38;t;
0;11112014;1;6;t;
0;10112014;1;0;t;
0;8112014;1;37;t;
0;7112014;1;2;t;
0;6112014;1;39;t;
0;5112014;1;2;t;
0;1092014;1;6;t;
0;25022014;1;30;t;
0;18092014;1;2;t;
0;12062014;1;30;t;
0;26022014;1;30;t;
0;11012014;1;32;t;
0;27022014;1;30;t;
0;30082014;1;35;t;
0;28022014;1;38;t;
0;1032014;1;2;t;
0;29082014;1;35;t;
0;3032014;1;30;t;
0;4032014;1;4;t;
0;19092014;1;2;t;
0;28082014;1;0;t;
0;27082014;1;35;t;
0;26082014;1;0;t;
0;1072014;1;30;t;
0;25012014;1;30;t;
0;10072014;1;30;t;
0;5032014;1;32;t;
0;6032014;1;30;t;
0;25082014;1;35;t;
0;7032014;1;2;t;
0;8032014;1;2;t;
0;23082014;1;8;t;
0;22082014;1;41;t;
0;21082014;1;2;t;
0;10032014;1;0;t;
0;11032014;1;30;t;
0;12032014;1;2;t;
0;13032014;1;0;t;
0;20082014;1;6;t;
0;4072014;1;30;t;
0;24012014;1;2;t;
0;14032014;1;40;t;
0;19082014;1;6;t;
0;15032014;1;30;t;
0;20092014;1;44;t;
0;28062014;1;0;t;
0;18082014;1;2;t;
0;17032014;1;30;t;
0;16082014;1;2;t;
0;18032014;1;0;t;
0;19032014;1;10;t;
0;20032014;1;30;t;
0;13062014;1;30;t;
0;23012014;1;32;t;
0;15082014;1;43;t;
0;21032014;1;30;t;
0;22032014;1;30;t;
0;14082014;1;37;t;
0;24032014;1;30;t;
0;13082014;1;2;t;
0;25032014;1;2;t;
0;14062014;1;2;t;
0;22012014;1;30;t;
0;26032014;1;7;t;
0;22092014;1;35;t;
0;2042014;1;30;t;
0;3042014;1;2;t;
0;9072014;1;30;t;
0;12082014;1;37;t;
0;4042014;1;8;t;
0;11082014;1;35;t;
0;15012014;1;0;t;
0;21012014;1;8;t;
0;5042014;1;30;t;
0;9082014;1;2;t;
0;7042014;1;2;t;
0;8082014;1;2;t;
0;8042014;1;32;t;
0;23092014;1;35;t;
0;2072014;1;6;t;
0;24092014;1;35;t;
0;14072014;1;0;t;
0;7082014;1;35;t;
0;9042014;1;2;t;
0;10042014;1;30;t;
0;11042014;1;8;t;
0;16062014;1;0;t;
0;20012014;1;30;t;
0;6082014;1;35;t;
0;12042014;1;2;t;
0;25092014;1;35;t;
0;17062014;1;30;t;
0;5082014;1;6;t;
0;4082014;1;2;t;
0;14042014;1;20;t;
0;15042014;1;32;t;
0;2082014;1;35;t;
0;16042014;1;30;t;
0;17042014;1;30;t;
0;26092014;1;2;t;
0;19042014;1;36;t;
0;1082014;1;54;t;
0;18062014;1;0;t;
0;22042014;1;30;t;
0;3102014;1;6;t;
0;23042014;1;30;t;
0;24042014;1;30;t;
0;20062014;1;30;t;
0;31072014;1;30;t;
0;18012014;1;2;t;
0;25042014;1;30;t;
0;26042014;1;30;t;
0;28042014;1;2;t;
0;29042014;1;2;t;
0;30072014;1;0;t;
0;30042014;1;30;t;
0;2052014;1;32;t;
0;12072014;1;2;t;
0;17012014;1;30;t;
0;13012014;1;2;t;
0;29072014;1;30;t;
0;27092014;1;2;t;
0;21062014;1;36;t;
0;18102014;1;2;t;
0;3052014;1;0;t;
0;4112014;1;0;t;
0;4102014;1;40;t;
0;17102014;1;9;t;
0;16102014;1;2;t;
0;3112014;1;35;t;
0;15102014;1;2;t;
0;14102014;1;53;t;
0;1112014;1;4;t;
0;9102014;1;0;t;
0;13102014;1;0;t;
0;31102014;1;2;t;
0;20102014;1;0;t;
0;21102014;1;35;t;
0;22102014;1;35;t;
0;28072014;1;2;t;
0;30102014;1;2;t;
0;29102014;1;35;t;
0;10102014;1;2;t;
0;11102014;1;41;t;
0;28102014;1;0;t;
0;7102014;1;35;t;
0;27102014;1;35;t;
0;25102014;1;2;t;
0;8102014;1;35;t;
0;23102014;1;35;t;
0;6102014;1;35;t;
0;5052014;1;30;t;
0;18032015;1;0;t;
0;14022015;1;39;t;
0;19032015;1;2;t;
0;4022015;1;2;t;
0;15012015;1;2;t;
0;20032015;1;37;t;
0;26022015;1;35;t;
0;14012015;1;37;t;
0;21032015;1;4;t;
0;11022015;1;30;t;
0;13012015;1;4;t;
0;23032015;1;37;t;
0;3022015;1;2;t;
0;12012015;1;2;t;
0;24032015;1;35;t;
0;27022015;1;0;t;
0;10012015;1;35;t;
0;25032015;1;2;t;
0;19022015;1;35;t;
0;9012015;1;18;t;
0;26032015;1;0;t;
0;2022015;1;38;t;
0;8012015;1;0;t;
0;27032015;1;35;t;
0;28022015;1;38;t;
0;7012015;1;37;t;
0;4042015;1;2;t;
0;13022015;1;2;t;
0;6012015;1;0;t;
0;6042015;1;35;t;
0;31012015;1;2;t;
0;5012015;1;35;t;
0;7042015;1;2;t;
0;2032015;1;0;t;
0;20122014;1;35;t;
0;8042015;1;37;t;
0;10022015;1;37;t;
0;19122014;1;2;t;
0;9042015;1;41;t;
0;30012015;1;0;t;
0;18122014;1;37;t;
0;3092014;1;0;t;
0;6052014;1;2;t;
0;7052014;1;30;t;
0;26072014;1;30;t;
0;8052014;1;30;t;
0;9052014;1;32;t;
0;10052014;1;30;t;
0;25072014;1;30;t;
0;12052014;1;0;t;
0;13052014;1;2;t;
0;30062014;1;0;t;
0;16012014;1;34;t;
0;14052014;1;16;t;
0;29092014;1;2;t;
0;23062014;1;30;t;
0;15052014;1;2;t;
0;24072014;1;6;t;
0;16052014;1;2;t;
0;17052014;1;30;t;
0;19052014;1;32;t;
0;23072014;1;30;t;
0;20052014;1;30;t;
0;21052014;1;30;t;
0;22072014;1;30;t;
0;22052014;1;6;t;
0;23052014;1;2;t;
0;24052014;1;32;t;
0;21072014;1;30;t;
0;30092014;1;2;t;
0;3072014;1;30;t;
0;27052014;1;6;t;
0;28052014;1;20;t;
0;1102014;1;2;t;
0;24062014;1;6;t;
0;29052014;1;30;t;
0;30052014;1;6;t;
0;31052014;1;2;t;
0;19072014;1;2;t;
0;2062014;1;2;t;
0;25062014;1;0;t;
0;2102014;1;41;t;
0;26062014;1;30;t;
0;3062014;1;2;t;
0;18072014;1;30;t;
0;4062014;1;6;t;
0;5062014;1;0;t;
0;17072014;1;32;t;
0;7072014;1;30;t;
0;6062014;1;30;t;
0;11072014;1;2;t;
0;7062014;1;2;t;
0;14012014;1;32;t;
0;27062014;1;36;t;
0;3022014;1;30;t;
0;15092014;1;35;t;
0;4022014;1;8;t;
0;13092014;1;2;t;
0;5022014;1;2;t;
0;5072014;1;2;t;
0;1022014;1;0;t;
0;6022014;1;30;t;
0;12092014;1;37;t;
0;7022014;1;2;t;
0;28052014;2;30;t;
0;16022015;2;40;t;
0;17022015;2;43;t;
0;18022015;2;2;t;
0;19022015;2;35;t;
0;20022015;2;35;t;
0;21022015;2;35;t;
0;23022015;2;2;t;
0;24022015;2;0;t;
0;25022015;2;37;t;
0;26022015;2;40;t;
0;27022015;2;0;t;
0;28022015;2;37;t;
0;2032015;2;39;t;
0;3032015;2;35;t;
0;4032015;2;35;t;
0;5032015;2;37;t;
0;6032015;2;35;t;
0;7032015;2;35;t;
0;9032015;2;0;t;
0;10032015;2;2;t;
0;11032015;2;0;t;
0;12032015;2;35;t;
0;13032015;2;35;t;
0;14032015;2;35;t;
0;16032015;2;35;t;
0;17032015;2;35;t;
0;18032015;2;38;t;
0;19032015;2;41;t;
0;20032015;2;40;t;
0;21032015;2;0;t;
0;23032015;2;35;t;
0;24032015;2;2;t;
0;25032015;2;35;t;
0;26032015;2;35;t;
0;27032015;2;37;t;
0;4042015;2;35;t;
0;6042015;2;39;t;
0;7042015;2;35;t;
0;8042015;2;39;t;
0;9042015;2;35;t;
0;25012014;2;32;t;
0;1072014;2;30;t;
0;10072014;2;6;t;
0;2072014;2;8;t;
0;3072014;2;0;t;
0;9072014;2;30;t;
0;8072014;2;36;t;
0;4072014;2;30;t;
0;5072014;2;30;t;
0;7072014;2;42;t;
0;2102014;2;2;t;
0;15012014;2;2;t;
0;1102014;2;35;t;
0;30092014;2;35;t;
0;29092014;2;41;t;
0;16012014;2;2;t;
0;27092014;2;39;t;
0;17012014;2;2;t;
0;18012014;2;2;t;
0;26092014;2;35;t;
0;25092014;2;35;t;
0;20012014;2;0;t;
0;24092014;2;41;t;
0;23092014;2;37;t;
0;21012014;2;2;t;
0;22092014;2;0;t;
0;22012014;2;2;t;
0;23012014;2;30;t;
0;20092014;2;37;t;
0;24012014;2;30;t;
0;19092014;2;35;t;
0;18092014;2;37;t;
0;27012014;2;30;t;
0;28012014;2;0;t;
0;29012014;2;30;t;
0;30012014;2;30;t;
0;17092014;2;37;t;
0;31012014;2;2;t;
0;1022014;2;40;t;
0;3022014;2;2;t;
0;15092014;2;0;t;
0;4022014;2;2;t;
0;13092014;2;35;t;
0;5022014;2;30;t;
0;6022014;2;30;t;
0;12092014;2;6;t;
0;7022014;2;34;t;
0;8022014;2;30;t;
0;11092014;2;41;t;
0;10022014;2;32;t;
0;10092014;2;2;t;
0;11022014;2;32;t;
0;9092014;2;38;t;
0;12022014;2;32;t;
0;13022014;2;30;t;
0;8092014;2;0;t;
0;14022014;2;30;t;
0;6092014;2;37;t;
0;15022014;2;2;t;
0;5092014;2;39;t;
0;17022014;2;30;t;
0;4092014;2;35;t;
0;18022014;2;33;t;
0;3092014;2;35;t;
0;19022014;2;2;t;
0;20022014;2;8;t;
0;2092014;2;35;t;
0;21022014;2;33;t;
0;22022014;2;33;t;
0;24022014;2;2;t;
0;1092014;2;43;t;
0;26022014;2;0;t;
0;27022014;2;30;t;
0;30082014;2;2;t;
0;28022014;2;30;t;
0;11012014;2;30;t;
0;1032014;2;32;t;
0;29082014;2;35;t;
0;3032014;2;33;t;
0;28082014;2;35;t;
0;4032014;2;20;t;
0;27082014;2;35;t;
0;26082014;2;38;t;
0;5032014;2;30;t;
0;6032014;2;33;t;
0;25082014;2;35;t;
0;7032014;2;30;t;
0;23082014;2;39;t;
0;8032014;2;30;t;
0;22082014;2;41;t;
0;21082014;2;2;t;
0;10032014;2;0;t;
0;11032014;2;32;t;
0;20082014;2;35;t;
0;12032014;2;42;t;
0;13032014;2;30;t;
0;14032014;2;30;t;
0;19082014;2;35;t;
0;15032014;2;2;t;
0;18082014;2;2;t;
0;17032014;2;2;t;
0;16082014;2;35;t;
0;18032014;2;30;t;
0;19032014;2;46;t;
0;15082014;2;35;t;
0;20032014;2;30;t;
0;21032014;2;2;t;
0;22032014;2;2;t;
0;14082014;2;0;t;
0;24032014;2;0;t;
0;13082014;2;37;t;
0;25032014;2;30;t;
0;26032014;2;30;t;
0;2042014;2;30;t;
0;3042014;2;30;t;
0;12082014;2;35;t;
0;4042014;2;32;t;
0;11082014;2;43;t;
0;5042014;2;30;t;
0;9082014;2;35;t;
0;7042014;2;30;t;
0;8082014;2;2;t;
0;8042014;2;30;t;
0;7082014;2;0;t;
0;9042014;2;0;t;
0;10042014;2;30;t;
0;11042014;2;42;t;
0;6082014;2;2;t;
0;12042014;2;34;t;
0;5082014;2;2;t;
0;10012014;2;30;t;
0;4082014;2;43;t;
0;14042014;2;32;t;
0;15042014;2;30;t;
0;2082014;2;41;t;
0;16042014;2;0;t;
0;17042014;2;30;t;
0;3102014;2;37;t;
0;19042014;2;30;t;
0;1082014;2;30;t;
0;22042014;2;0;t;
0;23042014;2;2;t;
0;24042014;2;0;t;
0;31072014;2;30;t;
0;25042014;2;2;t;
0;30072014;2;30;t;
0;26042014;2;32;t;
0;28042014;2;36;t;
0;29042014;2;32;t;
0;30042014;2;6;t;
0;2052014;2;34;t;
0;29072014;2;6;t;
0;3052014;2;30;t;
0;28072014;2;2;t;
0;5052014;2;2;t;
0;6052014;2;2;t;
0;7052014;2;0;t;
0;26072014;2;32;t;
0;8052014;2;2;t;
0;9052014;2;34;t;
0;13012014;2;32;t;
0;25072014;2;30;t;
0;10052014;2;40;t;
0;13052014;2;30;t;
0;14052014;2;32;t;
0;15052014;2;38;t;
0;24072014;2;30;t;
0;16052014;2;0;t;
0;17052014;2;30;t;
0;23072014;2;32;t;
0;19052014;2;30;t;
0;20052014;2;30;t;
0;21052014;2;30;t;
0;22072014;2;30;t;
0;22052014;2;30;t;
0;23052014;2;6;t;
0;24052014;2;30;t;
0;21072014;2;30;t;
0;27052014;2;8;t;
0;14022015;2;0;t;
0;29052014;2;0;t;
0;30052014;2;34;t;
0;19072014;2;30;t;
0;31052014;2;8;t;
0;2062014;2;36;t;
0;18072014;2;30;t;
0;3062014;2;40;t;
0;4062014;2;38;t;
0;5062014;2;30;t;
0;17072014;2;32;t;
0;6062014;2;30;t;
0;7062014;2;30;t;
0;16072014;2;0;t;
0;15072014;2;36;t;
0;9062014;2;38;t;
0;10062014;2;30;t;
0;11062014;2;0;t;
0;12062014;2;33;t;
0;13062014;2;30;t;
0;14012014;2;30;t;
0;14062014;2;38;t;
0;14072014;2;30;t;
0;16062014;2;30;t;
0;17062014;2;30;t;
0;18062014;2;30;t;
0;20062014;2;30;t;
0;12072014;2;32;t;
0;21062014;2;38;t;
0;23062014;2;42;t;
0;24062014;2;0;t;
0;11072014;2;30;t;
0;25062014;2;33;t;
0;26062014;2;30;t;
0;27062014;2;32;t;
0;28062014;2;32;t;
0;30062014;2;30;t;
0;4102014;2;10;t;
0;23102014;2;37;t;
0;8102014;2;2;t;
0;6102014;2;2;t;
0;25102014;2;35;t;
0;27102014;2;2;t;
0;7102014;2;57;t;
0;28102014;2;37;t;
0;9102014;2;41;t;
0;11102014;2;41;t;
0;29102014;2;2;t;
0;22102014;2;39;t;
0;21102014;2;35;t;
0;30102014;2;35;t;
0;10102014;2;2;t;
0;20102014;2;35;t;
0;13102014;2;35;t;
0;31102014;2;0;t;
0;1112014;2;40;t;
0;14102014;2;35;t;
0;15102014;2;0;t;
0;3112014;2;0;t;
0;16102014;2;35;t;
0;24102014;2;35;t;
0;18102014;2;37;t;
0;17102014;2;37;t;
0;4112014;2;35;t;
0;5112014;2;37;t;
0;6112014;2;37;t;
0;7112014;2;35;t;
0;8112014;2;37;t;
0;10112014;2;35;t;
0;11112014;2;35;t;
0;12112014;2;43;t;
0;13112014;2;6;t;
0;14112014;2;35;t;
0;17112014;2;0;t;
0;18112014;2;44;t;
0;19112014;2;0;t;
0;20112014;2;35;t;
0;21112014;2;2;t;
0;22112014;2;39;t;
0;24112014;2;35;t;
0;25112014;2;35;t;
0;26112014;2;0;t;
0;27112014;2;35;t;
0;28112014;2;41;t;
0;29112014;2;35;t;
0;1122014;2;35;t;
0;2122014;2;37;t;
0;3122014;2;2;t;
0;4122014;2;35;t;
